"","x"
"465.19265_65.9",895
"465.20737_535.8",262
"465.24361_538.8",854
"465.28407_289.1",995
"465.29827_528.4",2130
"465.30257_103.5",2291
"465.3146_422.3",598
"465.34304_275.4",1169
"465.35512_487.5",463
"465.37609_464.9",1322
"465.39171_517",434
"465.80361_103.3",2307
"465.90235_48.1",443
"466.00858_81.3",1139
"466.12464_462.5",462
"466.13237_305",1717
"466.19513_66.4",1880
"466.21604_51.4",1480
"466.31402_184",648
"466.35034_324.3",683
"466.38729_505",540
"466.42317_464",348
"466.63663_42.8",233
"466.72615_40.9",325
"466.80609_97.6",2060
"467.12305_463.2",514
"467.15011_243.3",397
"467.22334_536.9",288
"467.25899_535.2",1171
"467.29394_309.5",484
"467.31762_197.6",1105
"467.32988_510.4",450
"467.34571_292.2",559
"467.37115_487.9",1226
"467.62277_59.5",348
"467.77946_101.6",2260
"468.28117_103.6",2227
"468.30746_336.8",1210
"468.33088_518.4",771
"468.34192_379.9",1354
"468.36657_497.7",457
"468.3898_445.8",263
"468.40245_523.9",978
"468.63308_44.9",438
"468.72321_40.9",243
"468.81142_40.6",897
"469.14158_348.3",1862
"469.25085_51.6",1533
"469.30851_337.6",1020
"469.32771_543.9",245
"469.39113_439.8",504
"469.75252_51.3",1052
"469.77757_52.2",1333
"470.28534_303.7",612
"470.31084_337",946
"470.33204_536",323
"470.3461_347.3",551
"470.38196_470.3",169
"470.41823_501.2",416
"470.67331_41.9",512
"470.7214_44",415
"470.76979_404.2",3642
"470.80838_40.7",572
"470.88752_36.5",292
"470.93_43.3",402
"470.98776_79",1422
"471.15713_363.7",804
"471.28932_338.9",319
"471.31438_337.7",626
"471.33385_535.5",191
"471.82304_107.9",2053
"471.88137_60",1209
"472.16036_361.4",275
"472.25234_531.4",336
"472.25449_51.4",1961
"472.30963_87.3",2125
"472.3248_505.4",372
"472.36125_470.8",380
"472.39742_481.2",348
"472.67054_42",241
"472.75599_51",1310
"472.78765_72.3",2237
"472.80648_42.9",1716
"472.85329_45.6",1350
"472.92693_46",597
"472.99106_48.4",4279
"473.19518_361",267
"473.26321_440.2",243
"473.31189_87",2304
"473.32157_510.2",367
"473.34243_452.1",332
"473.35768_519.7",409
"473.39394_560.6",258
"473.87656_63.2",903
"473.93114_41.8",757
"474.20033_360",387
"474.24707_310.6",721
"474.26748_526.4",345
"474.28914_275.1",1712
"474.30561_525.8",1072
"474.32515_70.8",2659
"474.35637_346.7",193
"474.66881_42.2",1465
"474.75674_41",259
"474.79007_274.6",2216
"474.88575_54.9",358
"474.93659_40.9",291
"475.16941_322.3",232
"475.21823_392.2",221
"475.22782_536.9",287
"475.24088_261.8",788
"475.26453_527.7",260
"475.29517_541.1",513
"475.33727_548.1",260
"475.3743_514.7",221
"475.41215_522.1",297
"475.76636_102.1",2183
"476.18928_95.4",761
"476.21527_440.8",1796
"476.27497_340.5",448
"476.31033_359.6",1193
"476.37126_360.8",232
"476.61882_46",607
"476.666_43.9",388
"476.75449_40.8",1635
"476.90399_37",490
"476.93744_42.6",521
"477.10081_46.9",385
"477.16896_338.9",1082
"477.20778_537.8",1521
"477.24846_513.8",1013
"477.27609_348.2",445
"477.31468_352.6",1328
"477.35303_518.1",163
"477.39059_565.2",451
"477.76401_54",463
"477.78468_498.7",1698
"477.82069_253.9",1318
"478.19533_314.8",700
"478.25664_361.7",5038
"478.26644_56.6",859
"478.29224_371.6",443
"478.32583_393.7",1252
"478.61647_42.9",302
"478.75102_41.1",313
"478.80155_104.3",2263
"478.84009_39.5",294
"478.90162_37",497
"478.93899_44.6",733
"479.18516_362",417
"479.22306_529.7",2303
"479.24008_443.3",2474
"479.25965_542.1",253
"479.27544_465.7",320
"479.29176_360.4",384
"479.30359_102.4",3215
"479.31712_102.8",3178
"479.3314_395",1243
"479.71194_446.7",0
"479.81951_105.8",2343
"479.87909_47.7",558
"480.1612_266.9",575
"480.24075_51.1",2297
"480.30836_397.7",624
"480.34217_421.7",617
"480.61278_43",485
"480.70237_41.2",569
"480.74419_52",2049
"480.79908_85.3",2248
"480.82771_86.4",1972
"480.83779_38.8",1351
"481.15486_464.7",255
"481.16465_269.2",5736
"481.20242_542.4",705
"481.23085_352.9",310
"481.25964_45.6",2142
"481.30828_397.6",673
"481.34617_422.1",319
"481.87331_48.3",436
"481.98112_104",786
"482.15198_462.2",365
"482.17722_307.9",2261
"482.26356_46.4",2257
"482.32328_365.5",337
"482.34492_326.8",383
"482.35929_430.2",348
"482.4185_492",322
"482.60958_43.3",381
"482.69177_422.1",1460
"482.69973_41",225
"482.82581_526",395
"482.8343_41.2",479
"482.85367_39.5",855
"483.24717_370",326
"483.2772_51.9",1595
"483.32746_364.4",267
"483.3636_437.9",353
"483.77779_397.8",940
"483.77862_52.1",713
"484.1858_444.4",631
"484.25022_370.4",951
"484.28853_259.1",290
"484.30105_127.7",549
"484.32875_364.2",932
"484.34566_540.2",228
"484.36499_426.1",388
"484.39746_493.6",362
"484.43326_576.1",764
"484.69747_41.2",537
"484.78619_40.3",1074
"484.82941_105.1",1885
"485.10906_461",300
"485.26043_428.5",557
"485.28265_362.7",324
"485.33013_363.9",743
"485.34529_441.2",885
"485.35791_543.6",670
"485.42925_558.9",284
"486.10976_463.8",511
"486.17054_71.5",1265
"486.26574_413.7",455
"486.28259_315.1",726
"486.30401_523.6",155
"486.34048_512",333
"486.34783_440.4",559
"486.37693_471.5",168
"486.4126_485.8",292
"486.64881_44.4",590
"486.7827_40.6",177
"486.86591_36.6",344
"486.90244_46",263
"486.95841_95.5",718
"487.10738_463.2",271
"487.31475_105.7",2291
"487.33708_514.3",256
"487.37191_519.7",1132
"487.78254_337.6",925
"487.81714_104.5",2303
"488.11039_503.1",1257
"488.22858_51.1",390
"488.26629_299.5",746
"488.29867_343.6",217
"488.31925_98.5",2230
"488.35739_536.4",607
"488.64468_42.1",258
"488.78137_42.7",482
"488.79702_438.8",3121
"488.81829_104.7",2379
"488.86923_38.6",411
"489.00595_90.9",1372
"489.17154_267.9",396
"489.28073_528.5",232
"489.31664_505",213
"489.32577_87.3",3613
"489.35284_517.6",246
"489.38928_543.5",232
"489.79243_104.8",2119
"490.17402_266.5",768
"490.20336_102.5",579
"490.28753_337.4",567
"490.32641_388.4",235
"490.35102_319.1",624
"490.387_528.5",466
"490.64249_42",207
"490.73075_41.1",235
"490.77389_439.1",749
"490.86643_40.5",1098
"490.93209_45.4",2938
"491.14785_352.5",1462
"491.18697_302.1",625
"491.20737_105.8",840
"491.22274_538.8",469
"491.25932_533.1",270
"491.26379_53.7",2063
"491.29129_337.3",667
"491.33308_567.1",731
"491.36888_511.6",247
"491.39069_218.4",307
"491.55742_392.8",343
"491.76545_51.5",508
"491.79437_445.9",368
"492.19014_301.5",1747
"492.21483_352.5",331
"492.292_52.4",1911
"492.30567_340.6",392
"492.32167_541.6",364
"492.34077_429.4",388
"492.40063_546.1",359
"492.54723_395",1627
"492.72902_40.9",337
"492.88196_37.1",183
"492.9109_43.2",463
"493.14249_382.3",716
"493.23858_86.4",2102
"493.23861_536.8",223
"493.24733_471.7",1282
"493.27705_540.4",395
"493.31027_334.6",372
"493.33239_106.9",1965
"493.3466_466.1",323
"493.38645_489.1",155
"493.40748_546.5",1211
"493.42382_528.3",529
"493.8343_106.8",2300
"493.88614_36.9",373
"494.13714_394.6",598
"494.23103_400.8",355
"494.26728_51.7",2051
"494.29908_77.6",1065
"494.32397_353.9",1224
"494.58985_45.2",268
"494.72495_41.2",386
"494.76865_51.4",2176
"494.81019_37.8",465
"494.88507_38.9",568
"494.91003_45",575
"495.15765_362.9",450
"495.21764_533.6",550
"495.21931_179.7",2054
"495.23468_398.3",2134
"495.2652_337.9",710
"495.32518_352.1",1232
"495.76814_337.7",1726
"495.81738_553.7",380
"496.26695_443.6",2440
"496.28575_394.8",678
"496.33588_394.7",561
"496.67658_41.5",2022
"496.76848_445",833
"496.81253_40.4",257
"496.91506_393.2",482
"496.94018_42.9",1132
"497.19561_361.7",4196
"497.23308_46.8",2050
"497.27712_533.9",346
"497.34226_399.3",391
"497.68803_393.7",389
"497.77839_104.2",2159
"498.23816_47.1",2109
"498.25672_338.9",1005
"498.30391_526.8",533
"498.31678_212.8",578
"498.34539_398.5",365
"498.41327_478.8",1575
"498.58508_45.4",823
"498.67343_41.3",176
"498.74479_444.9",1689
"498.80078_422.9",292
"498.86287_42.6",692
"498.89862_38.1",432
"499.14292_352.2",1203
"499.23142_46.8",786
"499.30936_87.2",2238
"499.34732_396.5",573
"499.56452_396.3",515
"499.77768_52.7",544
"499.90224_37.2",249
"500.2741_337.6",1079
"500.30198_294.3",1017
"500.31233_342.6",375
"500.34811_393.2",425
"500.42853_495.2",497
"500.57633_394.1",747
"500.67177_43.2",332
"500.76067_40.6",241
"500.81564_106.8",2270
"500.837_216.2",451
"500.86019_43",356
"500.90261_37.3",206
"501.08409_461.9",302
"501.18648_393",343
"501.2522_440.4",6131
"501.26415_527.4",480
"501.27763_343.3",948
"501.31455_344.3",356
"501.33065_106.4",2423
"501.35249_517.5",720
"501.38907_532.2",423
"501.75294_440.4",1870
"501.83151_106.1",2274
"502.25492_52",2020
"502.28846_366.5",280
"502.32461_369.3",607
"502.3714_439.7",402
"502.62877_45.7",631
"502.7588_44.9",157
"502.81244_112.4",2342
"502.83962_52.1",1052
"502.85679_43.2",1319
"503.08139_463.3",278
"503.1041_508.2",580
"503.14878_271.3",2385
"503.18503_359.7",482
"503.29179_361.8",343
"503.31513_74.6",4016
"503.32793_371.5",440
"503.37487_439.8",2498
"503.40275_546.8",274
"504.10432_510.3",287
"504.14592_270.9",1245
"504.18908_359.5",751
"504.23795_299.2",887
"504.30412_453.8",205
"504.34282_410.6",682
"504.6254_42.7",477
"504.75392_40.8",298
"504.84391_39.1",245
"505.05169_46.9",507
"505.10228_510.7",394
"505.14407_268.6",588
"505.2308_348.5",691
"505.26528_474.2",459
"505.31141_381.2",428
"505.34361_408.4",778
"505.38434_515.9",260
"505.42169_542",229
"505.75153_361.8",378
"505.79152_52.4",382
"505.80958_439.3",548
"505.84824_42.2",672
"505.88908_46.9",642
"506.14714_268.4",755
"506.19448_381.6",425
"506.23699_310.5",956
"506.26117_337.5",603
"506.32121_378.3",3219
"506.36019_429.7",521
"506.43891_436",1499
"506.62292_42.5",371
"506.7048_41.1",222
"506.84058_39.6",277
"506.90608_46.4",1094
"507.0476_45.9",1340
"507.15975_307.6",376
"507.24676_368.6",281
"507.29047_520.7",262
"507.32795_557",232
"507.36125_575.4",1300
"507.40165_506.7",232
"507.88558_47.3",419
"508.16177_298.2",865
"508.20938_382",390
"508.24969_401.4",876
"508.2799_360.4",329
"508.33783_381.7",297
"508.37247_472.8",1586
"508.43412_554.8",1385
"508.62172_45.3",470
"508.7018_41.2",192
"508.8168_44.7",986
"508.81717_390.8",202
"508.85573_37.4",571
"508.88609_43.4",676
"509.23309_537.8",622
"509.26151_386.9",1026
"509.28105_361.1",2292
"509.33316_348.3",1453
"509.37877_482.2",1199
"509.41776_508.5",406
"509.76778_367.6",365
"509.82869_106.2",2303
"510.24214_52.1",1856
"510.27502_340.7",3099
"510.30855_438.9",925
"510.35322_432.6",406
"510.41644_479.2",622
"510.44919_523.4",366
"510.61687_44.8",494
"510.7019_44.5",193
"510.78913_40.8",349
"510.81087_437.2",2309
"510.8327_109.1",2357
"511.08587_46.3",171
"511.25181_51.3",1392
"511.26391_450.6",2069
"511.29968_329.1",662
"511.31303_437.2",1976
"511.35883_434.4",416
"511.80699_416",1352
"512.09254_507.1",955
"512.18345_361.7",3639
"512.26449_285.4",311
"512.3072_108.7",2481
"512.33021_343.8",252
"512.41566_442.8",521
"512.42881_526.8",2935
"512.65884_43.2",777
"512.78621_40.8",406
"512.81228_44.4",2738
"512.91347_43.1",246
"512.95896_350.1",580
"513.16818_362.3",479
"513.26926_290.8",286
"513.29568_352.6",1896
"513.33493_297.6",0
"513.36088_433.7",3727
"513.41709_439.9",973
"513.62773_353.8",2323
"513.76814_359",3354
"513.80345_52.7",421
"514.03454_49.7",1332
"514.17098_361.8",3836
"514.19969_411.3",1703
"514.27464_381.2",391
"514.31453_344.5",309
"514.34075_344.9",1163
"514.37381_348.9",205
"514.40807_483.6",221
"514.44439_552.1",347
"514.65383_43.7",181
"514.78407_44.2",227
"514.83696_42.8",608
"514.87227_38.4",452
"514.90988_44.3",2552
"515.20793_369.5",357
"515.27864_395",1084
"515.29993_423.6",2160
"515.31179_396.5",396
"515.36704_490.6",651
"515.40679_545.9",455
"515.78284_396.3",619
"515.81383_399",426
"515.84654_98.9",2364
"515.8758_37.8",1046
"516.24566_359.4",661
"516.30479_350.5",375
"516.3343_89.2",2396
"516.3512_545.3",213
"516.38532_458.3",1509
"516.65353_42.8",755
"516.73356_41",304
"516.78231_51.7",982
"516.81342_52.1",4308
"516.8335_43.2",387
"516.87121_37.6",341
"516.90891_369.7",479
"517.04663_460.8",387
"517.12213_47.2",605
"517.16228_360.6",3308
"517.19386_410",280
"517.22552_353.3",403
"517.25101_362",417
"517.30658_350.9",409
"517.32881_286.1",1231
"517.33774_88.8",2543
"517.36884_432.9",2809
"517.38216_478.7",1648
"517.4201_564.1",228
"517.7514_362.2",358
"517.90248_369.8",683
"517.95659_64.1",611
"518.04536_460.7",203
"518.23033_368.4",574
"518.27934_440.9",2749
"518.32393_343.4",357
"518.35068_72.8",5617
"518.60272_45.4",317
"518.73215_40.8",306
"518.77908_440.1",2149
"518.81691_275.8",1147
"518.83038_44.9",351
"518.90407_408.2",613
"518.92193_43.4",3691
"518.97327_61.7",1076
"519.04467_462.2",632
"519.13576_293.8",408
"519.15651_360.1",1354
"519.2325_370",4272
"519.25409_535.4",667
"519.32637_343.1",385
"519.36312_510",439
"519.4005_549.6",370
"519.79219_108.2",2036
"519.89702_409.1",2101
"520.24655_409.6",1824
"520.3385_370.9",492
"520.81871_40.8",551
"520.91977_43.7",520
"521.02536_44.4",1740
"521.13297_508.8",0
"521.26922_545.1",394
"521.29059_86.2",4955
"521.34007_372.3",495
"521.78285_360.7",455
"521.85996_44.3",595
"522.13265_510.4",851
"522.25658_341.6",2515
"522.3016_401.4",1566
"522.3513_409.9",807
"522.59723_42.5",1468
"522.68753_41.8",521
"522.79817_394.3",353
"522.81623_40.5",277
"522.82788_113",2107
"522.89755_38.9",537
"522.98073_296.6",898
"523.13058_511",432
"523.24881_547.8",489
"523.26596_438.3",2301
"523.29538_394.2",318
"523.32023_552.6",841
"523.3448_369.7",5678
"523.35417_410.4",756
"523.80006_396.2",298
"523.85895_44.1",595
"524.14888_265.5",3501
"524.29868_396",321
"524.35991_411.3",1211
"524.59379_44.8",346
"524.68447_41.3",688
"524.79802_393.9",259
"524.82989_38.6",3428
"524.85259_569.5",298
"524.86715_43.3",252
"525.1625_485.4",450
"525.29124_393.7",208
"525.31399_343.8",1629
"525.36176_410",1261
"525.37169_564.2",1303
"525.54382_369.7",306
"525.7943_394.8",973
"525.83527_408.2",560
"525.94464_41.5",338
"526.07216_49.7",279
"526.28995_362.7",464
"526.32312_368.2",391
"526.34822_285.4",187
"526.40742_500.9",839
"526.44403_515.2",373
"526.59241_45",388
"526.68146_43",199
"526.7751_362.3",634
"526.86419_46.3",437
"527.04573_49.7",623
"527.22632_49.5",1119
"527.29399_361.4",387
"527.32837_380.2",345
"527.35118_285.5",536
"527.37707_555.5",1493
"527.39694_430.5",394
"527.58921_408.9",308
"527.63453_345.8",2026
"527.78379_510.3",2131
"527.80455_52",554
"527.81365_383",853
"527.96866_346.9",2129
"528.21237_441.8",977
"528.30425_376.9",408
"528.34612_432.3",331
"528.38637_555.8",848
"528.42362_495.7",335
"528.63246_43.7",494
"528.67839_42.9",247
"528.76797_41.1",185
"528.79094_364.5",4143
"528.81851_408.6",641
"528.85527_108.4",1163
"528.88744_43.1",384
"528.95179_43",1990
"529.20706_315",813
"529.2507_361.4",578
"529.29543_552.4",615
"529.31051_379.1",345
"529.34511_392.7",277
"529.3701_439.5",3517
"529.42072_552.3",399
"529.75119_361.2",265
"529.81472_419.3",558
"530.19687_266.1",597
"530.26256_515.7",2687
"530.28735_368",311
"530.32078_385.6",284
"530.35899_469.1",456
"530.40315_445.9",633
"530.62896_41.8",334
"530.75831_42.9",396
"530.78834_362.5",522
"530.80885_435.7",639
"530.8461_38.5",416
"530.88539_42.6",1044
"531.20055_270.6",1001
"531.21832_310.1",531
"531.29125_552.5",455
"531.32407_396.3",481
"531.34117_107.9",2315
"531.39936_531.3",156
"531.43563_563.5",209
"531.77814_438.4",1994
"531.8411_108.3",2379
"531.88977_43.2",1734
"532.00802_37.5",674
"532.09145_50.8",1084
"532.21427_308.7",577
"532.27704_352.9",1432
"532.33269_434.2",423
"532.38133_408.1",305
"532.40257_515.5",699
"532.43299_536.4",303
"532.6275_42.6",590
"532.71577_43.4",289
"532.75758_53.1",937
"532.80869_43.4",2164
"532.82264_434.5",2410
"532.84587_38.8",315
"533.06903_49",358
"533.21563_305.5",947
"533.27836_355",313
"533.31185_322.5",817
"533.3378_437.2",1874
"533.37884_517.2",405
"533.41545_531.4",215
"533.45301_543.1",1020
"533.7766_435.8",2486
"533.81857_110.3",1569
"534.22516_449.9",257
"534.25454_356.8",449
"534.29421_397.5",303
"534.31571_304.8",412
"534.35249_403.7",592
"534.37467_512.4",1034
"534.41089_540.8",488
"534.57664_44.8",318
"534.62568_44.9",270
"534.7121_41",415
"534.79855_431.7",2137
"534.80769_46.1",331
"534.86382_39",1415
"534.8967_42.8",464
"534.94578_64.5",615
"535.18904_281.4",1314
"535.23859_501.3",839
"535.25578_351.1",185
"535.29722_407.7",310
"535.32025_311.9",755
"535.35811_563.3",209
"535.41593_531.3",1619
"535.79766_390.4",696
"536.01798_49.4",1034
"536.16102_237.9",567
"536.24078_449",228
"536.28066_353.1",355
"536.30413_405.1",277
"536.31765_52.8",1502
"536.33257_296.8",280
"536.36867_472.6",657
"536.42232_535.8",371
"536.4648_514.8",484
"536.57407_42.9",489
"536.63513_349.8",470
"536.71029_40.7",659
"536.80662_406.1",280
"536.89132_42.6",1131
"536.9689_347.8",892
"537.1452_508.6",294
"537.16636_359.7",1794
"537.24393_449.5",1632
"537.26467_87.7",2288
"537.28393_353.5",978
"537.30746_407.7",318
"537.33518_275.1",192
"537.35912_111.3",2808
"537.39237_563.6",0
"537.41225_495.7",271
"537.65596_294.8",1749
"537.76803_359.6",697
"537.80665_405.6",312
"537.83492_46.1",580
"538.14847_515.5",322
"538.16019_176",536
"538.24119_454.9",341
"538.2735_362.7",762
"538.29945_406.9",723
"538.32541_53.4",1620
"538.34901_283.4",309
"538.40773_485",274
"538.4436_557.5",891
"538.48126_565.7",437
"538.5709_42.9",439
"538.70789_42.4",463
"538.7953_45.4",683
"538.82602_52.5",942
"538.87328_37.4",284
"539.10492_47",766
"539.14285_507.9",338
"539.20731_355.3",412
"539.28147_68.3",2179
"539.31076_370.2",602
"539.35103_306.3",327
"539.41225_428.9",319
"539.42875_525.6",322
"539.48339_552.1",862
"539.81037_370.1",575
"539.83407_45.8",282
"539.95949_347.9",2686
"540.08771_55.9",1368
"540.14304_510.5",353
"540.21106_347.2",261
"540.24662_360.4",557
"540.30593_357.3",928
"540.36287_398.4",223
"540.38733_508.5",431
"540.42345_494.7",366
"540.44358_535.4",0
"540.45973_516.6",532
"540.56941_43.2",315
"540.65727_41.5",288
"540.66929_368.2",2003
"540.79268_438.2",2238
"540.81903_387.9",567
"541.14089_511.9",430
"541.25969_47.5",2279
"541.30628_344.9",5420
"541.32528_408.2",610
"541.36574_305.7",242
"541.38381_529.4",521
"541.42665_443.4",381
"541.75146_360.9",2367
"541.79196_438.4",654
"541.82771_409.5",459
"541.91841_41.5",718
"542.23061_338",3023
"542.26401_46.6",2193
"542.28071_351.3",3072
"542.32366_340.3",817
"542.37138_305.6",213
"542.40307_553.3",956
"542.43869_498.7",248
"542.56712_45.3",1061
"542.64419_340.4",2188
"542.65547_41.1",233
"542.74385_41.2",378
"542.77011_438",1965
"542.78831_370.4",1123
"542.98002_339.8",2030
"543.09756_55.8",709
"543.12594_425.9",602
"543.25781_48.7",1943
"543.27088_438",1673
"543.32719_341.8",545
"543.39918_544.1",382
"543.77261_439",1688
"543.80361_53.2",1485
"543.81323_422.4",386
"543.96255_349.7",347
"544.23755_323.7",1247
"544.29512_367.1",3079
"544.33831_371",545
"544.3671_89.4",2609
"544.65276_41.2",318
"544.74162_40.8",240
"544.81462_424.1",1295
"544.84012_112.5",1428
"544.89298_38",324
"545.34022_372",204
"545.63387_348.6",479
"545.77837_436.1",425
"545.82174_426.8",1355
"545.85784_470.3",2323
"545.85787_112.2",1660
"545.8931_38.8",238
"545.96872_348.4",442
"546.25198_95.2",376
"546.29673_371",270
"546.35455_389.3",384
"546.39798_439.7",464
"546.41624_547.5",683
"546.45107_546.9",306
"546.60314_42",254
"546.73837_40.8",423
"546.79876_370.6",964
"546.82775_39.3",240
"546.88815_37.2",918
"546.99206_404.7",933
"547.17299_269.2",1335
"547.21691_335.9",451
"547.2694_514.4",526
"547.29672_372.5",323
"547.33057_70.1",2301
"547.3572_388.3",356
"547.40076_437.4",397
"547.45247_540.7",251
"547.79779_369.8",353
"547.81911_501.3",2218
"548.05217_47.5",216
"548.18494_301.2",1261
"548.24134_352.7",478
"548.30197_384.2",311
"548.33349_69.6",2497
"548.36989_432.2",548
"548.4281_532.4",338
"548.60044_41.9",283
"548.69027_41.1",266
"548.80441_389.2",240
"548.88942_45.4",1245
"549.24429_353.3",998
"549.27585_360.9",5877
"549.30998_410.1",468
"549.37323_433.8",681
"549.41051_508.9",933
"549.42353_299.9",1115
"549.79545_501.3",2160
"549.81382_408.7",246
"549.81869_53.2",681
"550.09651_46.6",345
"550.25493_399.2",274
"550.31346_408.8",411
"550.37444_428.3",819
"550.68682_40.8",247
"550.76007_398.9",540
"550.77472_361.9",706
"550.79792_502.8",3024
"550.8138_408.4",341
"550.86993_42.8",244
"551.02389_365.7",260
"551.04767_90.2",758
"551.15335_343.8",932
"551.25929_405.2",317
"551.31236_368.7",748
"551.32233_554.2",1983
